id,term,categories,alternative spellings,notable_names,appeared_year,search_results_gscholar,source_1_citation,source_1_doi,source_2_citation,source_2_doi,source_3_citation,source_3_doi,definition,definition_url,parent_id,sibling_id_1,sibling_id_2,sibling_id_3
4016D6C5,Online Journalism,Medium,,,1998-09-30T05:00:00+0000',25600,"Hall, J. (2001). Online journalism: A critical primer. Pluto Press.",,"Ward, M. (2013). Journalism online. Routledge.",https://doi.org/10.4324/9780080495941,"Matheson, D. (2004). Weblogs and the epistemology of the news: Some trends in online journalism. New media & society, 6(4), 443-468.",https://doi.org/10.1177/146144804044329,"""Online journalism involves the creation and delivery of news content through a networked, digital medium. [...] The Internet and world wide web are primary vehicles for online journalism [...].""","Singer, J. B. (2012, 22 Mar). Online Journalism. https://doi.org/10.1002/9781405186407.wbieco005",,,,
8E8F9466,Op-ed Journalism,Motivation,,,2001-02-18T05:00:00+0000',71,"Ciofalo, A. (1998). Survey probes status of op-ed journalism and practices of op-ed editors. Newspaper Research Journal, 19(2), 18-30.",https://doi.org/10.1177/073953299801900202,"Day, A. G., & Golan, G. (2005). Source and content diversity in Op-Ed Pages: assessing editorial strategies in The New York Times and the Washington Post. Journalism Studies, 6(1), 61-71.",https://doi.org/10.1080/1461670052000328212,"Wahl-Jorgensen, K. (2008). Op-ed pages. Pulling newspapers apart: Analysing print journalism, 67-74.",,,,,,,
73D94C04,Open Journalism,"Technology, Audience",,,1947-09-10T05:00:00+0000',730,"Aitamurto, T. (2013). Balancing between open and closed: Co-creation in magazine journalism. Digital Journalism, 1(2), 229-251.",https://doi.org/10.1080/21670811.2012.750150,"Singer, J. B., Domingo, D., Heinonen, A., Hermida, A., Paulussen, S., Quandt, T., ... & Vujnovic, M. (2011). Participatory journalism: Guarding open gates at online newspapers. John Wiley & Sons.",,"Lewis, S. C. (2012). The tension between professional control and open participation: Journalism and its boundaries. Information, Communication & Society, 15(6), 836-866.",https://doi.org/10.1080/1369118X.2012.674150,,,,,,
A7364013,Open-Data Journalism,"Technology, Audience",,,null,81,"Baack, S. (2015). Datafication and empowerment: How the open data movement re-articulates notions of democracy, participation, and journalism. Big Data & Society, 2(2), 2053951715594634.",https://doi.org/10.1177/2053951715594634,"Coddington, M. (2015). Clarifying journalism’s quantitative turn: A typology for evaluating data journalism, computational journalism, and computer-assisted reporting. Digital journalism, 3(3), 331-348.",https://doi.org/10.1080/21670811.2014.976400,"Appelgren, E., & Nygren, G. (2014). Data Journalism in Sweden: Introducing new methods and genres of journalism into “old” organizations. Digital Journalism, 2(3), 394-405.",https://doi.org/10.1080/21670811.2014.884344,,,,,,
33B23AFD,Open-Source Journalism,"Technology, Audience",Open Source Journalism,,2005-02-14T05:00:00+0000',777,"Lewis, S. C., & Usher, N. (2013). Open source and journalism: Toward new frameworks for imagining news innovation. Media, culture & society, 35(5), 602-619.",https://doi.org/10.1177/0163443713485494,"Berry, D. M. (2008). Copy, rip, burn: The politics of copyleft and open source. Pluto Press.",,"Lewis, S. C. (2012). The tension between professional control and open participation: Journalism and its boundaries. Information, Communication & Society, 15(6), 836-866.",https://doi.org/10.1080/1369118X.2012.674150,"""Open-source journalism, a close cousin to citizen journalism or participatory journalism, is a term coined in the title of a 1999 article by Andrew Leonard of Salon.com. [...] The meaning of the term has since changed and broadened, and it is now commonly used to describe forms of innovative publishing of online journalism, rather than the sourcing of news stories by a professional journalist. The term open-source journalism is often used to describe a spectrum on online publications: from various forms of semi-participatory online community journalism [...], through to genuine open-source news publications [...].""",Open-source Journalism. https://en.wikipedia.org/wiki/Open-source_journalism (05.12.19),,,,
ED1E9556,Opinion Journalism,Motivation,,,1974-05-11T05:00:00+0000',2810,"Manosevitch, E., & Walker, D. (2009, April). Reader comments to online opinion journalism: A space of public deliberation. In International Symposium on Online Journalism (Vol. 10, pp. 1-30).",,"McKnight, D. (2010). A change in the climate? The journalism of opinion at News Corporation. Journalism, 11(6), 693-706.",https://doi.org/10.1177/1464884910379704,"Steele, C. A., & Barnhurst, K. G. (1996). The journalism of opinion: Network news coverage of US presidential campaigns, 1968–1988. Critical Studies in Media Communication, 13(3), 187-209.",https://doi.org/10.1080/15295039609366975,"""Opinion journalism is journalism that makes no claim of objectivity. Although distinguished from advocacy journalism in several ways, both forms feature a subjective viewpoint, usually with some social or political purpose.""",Opinion journalism. https://en.wikipedia.org/wiki/Opinion_journalism (02.12.19),,,,
F99DB036,Outrage Journalism,"Motivation, Audience",,,null,21,"Liesem, K., & Singer, S. E. (2017, January). Umgang mit dem Pressekodex: Eine vergleichende Studie zur Bekanntheit ausgewählter professionsethischer Normen im Zusammenhang mit der Kriminalberichterstattung. In Gesellschaft ohne Diskurs?(pp. 237-252). Nomos Verlagsgesellschaft mbH & Co. KG.",,"Podschuweit, N., & Rössler, P. (2019). Von Wasserläufern, Nichtschwimmern und Storytellern. In Die (Massen-) Medien im Wahlkampf (pp. 27-48). Springer VS, Wiesbaden.",,"Steinke, L. (2015). Exkurs: Neue Ansätze in der Öffentlichkeitsarbeit. In Die neue Öffentlichkeitsarbeit (pp. 231-243). Springer Gabler, Wiesbaden.",,,,,,,
6E36DB42,Pack Journalism,Motivation,,,1974-05-23T05:00:00+0000',1880,"Frank, R. (2003). These crowded circumstances' when pack journalists bash pack journalism. Journalism, 4(4), 441-458.",https://doi.org/10.1177/14648849030044003,"Golden, A. (2003). An analysis of the dissimilar coverage of the 2002 Olympics and Paralympics: Frenzied pack journalism versus the empty press room. Disability Studies Quarterly, 23(3/4).",,"Matusitz, J., & Breen, G. M. (2007). Unethical consequences of pack journalism. Global Media Journal, 6(11), 54-67.",,"""Pack journalism is the characterization of news reporting in which reporters from different news outlets collaborate to cover the same story, leaving news reporting homogenous. This is the practice whereby reporters use the same sources of information for their stories. This not only refers to print sources but people who provide quotes and information for stories too.""",Pack Journalism. https://en.wikipedia.org/wiki/Pack_journalism (05.12.19) ,,,,
BB529ABE,Participatory Journalism,Audience,,,1972-10-15T05:00:00+0000',7700,"Singer, J. B., Domingo, D., Heinonen, A., Hermida, A., Paulussen, S., Quandt, T., ... & Vujnovic, M. (2011). Participatory journalism: Guarding open gates at online newspapers. John Wiley & Sons.",,"Domingo, D., Quandt, T., Heinonen, A., Paulussen, S., Singer, J. B., & Vujnovic, M. (2008). Participatory journalism practices in the media and beyond: An international comparative study of initiatives in online newspapers. Journalism practice, 2(3), 326-342.",https://doi.org/10.1080/17512780802281065,"Lih, A. (2004). Wikipedia as participatory journalism: Reliable sources? metrics for evaluating collaborative media as a news resource. Nature, 3(1), 1-31.",,"""Unter partizipativem Journalismus wird die Beteiligung der Mediennutzer, also journalistische Laien, an Inhalten professioneller Massenmedien verstanden. Eindeutig davon abgegrenzt werden können Medienangebote, die ausschließlich von Nicht-Profis erstellt und meist unter dem Begriff des Citizen Journalism oder Bürgerjournalismus diskutiert werden.""","Schönhagen, P. Participatory Journalism. In: Deutscher Fachjournalisten-Verband (Hrsg.), Journalistische Genres (2017). 347-357.",,,,
2C01EBFB,Partisan Journalism,Motivation,,,1870-01-25T05:00:00+0000',1580,"Schudson, M. (2001). The objectivity norm in American journalism. Journalism, 2(2), 149-170.",https://doi.org/10.1177/146488490100200201,"Kuypers, J. A. (2013). Partisan journalism: A history of media bias in the United States. Rowman & Littlefield.",,"Cross, S., & Lockyer, S. (2006). Dynamics of partisan journalism: Journalist–source relations in the context of a local newspaper's anti-paedophile housing agenda. Journalism Studies, 7(2), 274-291.",https://doi.org/10.1080/14616700500533585,,,,,,
1FF40F42,Patriotic Journalism,Motivation,,,2016-05-31T15:01:16+0000',514,"Ranger, T. (2005). The rise of patriotic journalism in Zimbabwe and its possible implications. Westminster Papers in communication and culture, 2.",,"Ginosar, A. (2015). Understanding patriotic journalism: Culture, ideology and professional behavior. Journal of Media Ethics, 30(4), 289-301.",https://doi.org/10.1080/23736992.2015.1082915,"Ginosar, A., & Cohen, I. (2019). Patriotic journalism: An appeal to emotion and cognition. Media, War & Conflict, 12(1), 3-18.",https://doi.org/10.1177%2F1750635217710678,,,,,,
6C9BCF2C,Peace Journalism,Motivation,,Johan Galtung,null,5580,"Lynch, J. (2014). Peace journalism. Hawthorn Press.",,"Lee, S. T., & Maslog, C. C. (2005). War or peace journalism? Asian newspaper coverage of conflicts. Journal of Communication, 55(2), 311-329.",https://doi.org/10.1111/j.1460-2466.2005.tb02674.x,"Loyn, D. (2007). Good journalism or peace journalism?. Conflict & Communication, 6(2).",,"""Peace journalism is a growing theoretical approach and an attempt to redefine journalistic practices and the role of journalists who cover conflicts and crises. [...] The term “peace journalism” was originally introduced in the 1960s by the Norwegian academic Johan Galtung [...] to describe the orientation of journalism focusing on the causes and possible solutions of a conflict, with the aim to improve the prospects for peace.""","Kalfeli, N. & Frangonikolopoulos, C. A. (2019, 29 Apr). Peace Journalism. https://doi.org/10.1002/9781118841570.iejs0139",,,,
E5DB1807,Peer-to-peer Journalism,Audience,,,2003-07-03T05:00:00+0000',62,"Neuberger, C. (2005). Formate der aktuellen Internetöffentlichkeit. Über das Verhältnis von Weblogs, Peer-to-Peer-Angeboten und Portalen zum Journalismus–Ergebnisse einer explorativen Anbieterbefragung. M&K Medien & Kommunikationswissenschaft, 53(1), 73-92.",https://doi.org/10.5771/1615-634x-2005-1-73,"Goode, L. (2009). Social news, citizen journalism and democracy. New media & society, 11(8), 1287-1305.",https://doi.org/10.1177/1461444809341393,"Gillmor, D. (2003). Moving toward participatory journalism. Nieman reports, 57(3), 79.",,,,,,,
9ACEA908,Personal Journalism,Motivation,,,1872-03-16T05:00:00+0000',2040,"Carey, J. W. (2000). Some personal notes on US journalism education. Journalism, 1(1), 12-23.",https://doi.org/10.1177/146488490000100103,"Lauterer, J. (2005). Community journalism: A personal approach. Marion Street Press, Inc..",,"Haas, T. (2005). From “Public Journalism” to the “Public's Journalism”? Rhetoric and reality in the discourse on weblogs. Journalism Studies, 6(3), 387-396.",https://doi.org/10.1080/14616700500132073,"""Taken together, these features of the citizen- produced weblog, notably its ability to steer mainstream news media coverage, its capacity for independent, alternative news reporting, and its juxtaposition of news reporting and commentary from a diverse range of sources, has led observers to characterize weblog coverage as ‘‘amateur journalism’’ (Lasica, 2003), ‘‘folk journalism’’ (Mortensen and Walker, 2002), and ‘‘personal journalism’’ (Allan, 2002).""","Haas, T. (2005). From “Public Journalism” to the “Public's Journalism”? Rhetoric and reality in the discourse on weblogs. Journalism Studies 6(3), 387-396. DOI: 10.1080/14616700500132073",,,,
7BBA523A,Personal Brand Journalism,"Organization, Motivation",,,null,24,"Bull, A. (2013). Brand journalism. Routledge.",https://doi.org/10.4324/9780203083574,"Holton, A. E., & Molyneux, L. (2017). Identity lost? The personal impact of brand journalism. Journalism, 18(2), 195-210.",https://doi.org/10.1177/1464884915608816,"Cohen, N. S. (2015). Entrepreneurial journalism and the precarious state of media work. South Atlantic Quarterly, 114(3), 513-533.",https://doi.org/10.1215/00382876-3130723,,,,,,
576D9280,Personality Journalism,Beat,,,1993-05-03T05:00:00+0000',354,"Forde, E. (2001). From polyglottism to branding: On the decline of personality journalism in the British music press. Journalism, 2(1), 23-43.",,"Petersen, A. H. (2011). Towards an industrial history of celebrity gossip: The National Enquirer, People Magazine and ‘personality journalism’in the 1970s. Celebrity Studies, 2(2), 131-149.",,"Petersen, A. H. (2014). Gossip Goes Mainstream: People Magazine, the National Enquirer, and the Rise of Personality Journalism. In When Private Talk Goes Public (pp. 225-247). Palgrave Macmillan, New York.",,,,,,,
